Symbol,GPA
0211618C,2.2
0211618D,2.2
0211619C,2.05
0211619D,2.05
0211621C,1.85
0211621D,1.85
0211622C,1.9
0211622D,1.9
0211623C,1.7
0211623D,1.7
0211624C,2.0
0211624D,2.0
0211625C,2.0
0211625D,2.0
0211626C,2.3
0211626D,2.3
0211627C,1.95
0211627D,1.95
0211628C,2.25
0211628D,2.25
0211629C,1.75
0211629D,1.75
0211630C,1.7
0211630D,1.7
0211631C,2.05
0211631D,2.05
0211632C,2.25
0211632D,2.25
0211633C,2.6
0211633D,2.6
0211634C,1.4
0211634D,1.4
0211635C,1.95
0211635D,1.95
0211636C,2.1
0211636D,2.1
0211637C,1.95
0211637D,1.95
0211638C,1.65
0211638D,1.65
0211639C,1.5
0211639D,1.5
0211640C,2.1
0211640D,2.1
0211641C,1.3
0211641D,1.3
0211642C,1.95
0211642D,1.95
0211643C,1.7
0211643D,1.7
0211645C,1.85
0211645D,1.85
0211646C,1.65
0211646D,1.65
0211647C,1.35
0211647D,1.35
0211648C,1.8
0211648D,1.8
0211649C,1.45
0211649D,1.45
0211650C,1.2
0211650D,1.2
0211651C,1.1
0211651D,1.1
0211652C,1.25
0211652D,1.25
0211654C,1.7
0211654D,1.7
0211655C,1.5
0211655D,1.5
0211656C,1.5
0211656D,1.5
0211657C,1.4
0211657D,1.4
0211658C,1.4
0211658D,1.4
0211659C,2.2
0211659D,2.2
0211660C,2.35
0211660D,2.35
0211661C,1.8
0211661D,1.8
0211662C,1.25
0211662D,1.25
0211663C,2.4
0211663D,2.4
0211664C,1.85
0211664D,1.85
0211665C,1.75
0211665D,1.75
0211666C,1.65
0211666D,1.65
0211667C,1.65
0211667D,1.65
0211668C,1.7
0211668D,1.7
0211669C,2.1
0211669D,2.1
0211670C,1.65
0211670D,1.65
0211671C,1.7
0211671D,1.7
0211672C,1.5
0211672D,1.5
0211673C,2.1
0211673D,2.1
0211674C,1.7
0211674D,1.7
0211675C,1.55
0211675D,1.55
0211676C,1.4
0211676D,1.4
0211677C,1.6
0211677D,1.6
0211678C,1.45
0211678D,1.45
0211679C,1.8
0211679D,1.8
0211680C,1.15
0211680D,1.15
0211681C,1.25
0211681D,1.25
0211682C,1.2
0211682D,1.2
0211683C,2.15
0211683D,2.15
0211684C,1.8
0211684D,1.8
0211685C,2.05
0211685D,2.05
0211686C,1.8
0211686D,1.8
0211687C,1.6
0211687D,1.6
0211688C,1.45
0211688D,1.45
0211690C,1.4
0211690D,1.4
0211691C,1.35
0211691D,1.35
0211692C,1.25
0211692D,1.25
0211693C,1.65
0211693D,1.65
0211694C,2.3
0211694D,2.3
0211695C,2.2
0211695D,2.2
0211696C,2.0
0211696D,2.0
0211697C,1.8
0211697D,1.8
0211698C,2.1
0211698D,2.1
0211699C,1.5
0211699D,1.5
0211700C,2.0
0211700D,2.0
0211701C,1.9
0211701D,1.9
0211702C,1.65
0211702D,1.65
0211703C,2.25
0211703D,2.25
0211704C,2.05
0211704D,2.05
0211705C,1.45
0211705D,1.45
0211706C,2.15
0211706D,2.15
0211707C,1.6
0211707D,1.6
0211708C,2.05
0211708D,2.05
0211709C,1.85
0211709D,1.85
0211711C,1.8
0211711D,1.8
0211712C,1.3
0211712D,1.3
0211714C,1.7
0211714D,1.7
0211715C,1.8
0211715D,1.8
0211716C,2.0
0211716D,2.0
0211717C,2.15
0211717D,2.15
0211718C,1.35
0211718D,1.35
0211719C,1.65
0211719D,1.65
0211720C,1.25
0211720D,1.25
0211721C,1.35
0211721D,1.35
0211722C,1.45
0211722D,1.45
0211723C,1.65
0211723D,1.65
0211724C,1.5
0211724D,1.5
0211725C,1.35
0211725D,1.35
0211727C,1.2
0211727D,1.2
0211728C,1.7
0211728D,1.7
0211729C,1.25
0211729D,1.25
0211730C,1.25
0211730D,1.25
0211731C,1.05
0211731D,1.05
0211732C,1.65
0211732D,1.65
0211733C,1.1
0211733D,1.1
0211734C,1.95
0211734D,1.95
0211736C,1.6
0211736D,1.6
0211737C,1.4
0211737D,1.4
0211738C,1.2
0211738D,1.2
0211739C,1.3
0211739D,1.3
0211740C,1.85
0211740D,1.85
0211741C,2.25
0211741D,2.25
0211742C,1.35
0211742D,1.35
0211743C,1.8
0211743D,1.8
0211744C,1.75
0211744D,1.75
0211745C,1.2
0211745D,1.2
0211747C,1.15
0211747D,1.15
0211748C,2.35
0211748D,2.35
0211749C,2.95
0211749D,2.95
0211750C,2.95
0211750D,2.95
0211751C,1.35
0211751D,1.35
0211752C,3.15
0211752D,3.15
0211754C,1.6
0211754D,1.6
0211755C,1.5
0211755D,1.5
0211756C,2.55
0211756D,2.55
0211757C,2.2
0211757D,2.2
0211759C,1.15
0211759D,1.15
0211760C,1.25
0211760D,1.25
0211761C,1.05
0211761D,1.05
0211763C,1.65
0211763D,1.65
0211764C,1.2
0211764D,1.2
0211765C,1.35
0211765D,1.35
0211766C,1.2
0211766D,1.2
0211767C,1.6
0211767D,1.6
0211768C,1.15
0211768D,1.15
0211769C,1.05
0211769D,1.05
0211770C,3.4
0211770D,3.4
0211771C,3.05
0211771D,3.05
0211774C,2.55
0211774D,2.55
0211775C,1.7
0211775D,1.7
0211776C,1.5
0211776D,1.5
0211777C,1.55
0211777D,1.55
0211778C,1.35
0211778D,1.35
0211779C,1.8
0211779D,1.8
0211780C,1.0
0211780D,1.0
0211781C,1.95
0211781D,1.95
0211782C,1.25
0211782D,1.25
0211783C,1.35
0211783D,1.35
0211784C,2.05
0211784D,2.05
0211785C,1.9
0211785D,1.9
0211787C,1.15
0211787D,1.15
0211788C,2.15
0211788D,2.15
0211789C,2.0
0211789D,2.0
0211790C,1.6
0211790D,1.6
0211791C,1.65
0211791D,1.65
0211792C,1.6
0211792D,1.6
0211794C,1.95
0211794D,1.95
0211795C,1.45
0211795D,1.45
0211796C,1.1
0211796D,1.1
0211797C,2.2
0211797D,2.2
0211798C,1.45
0211798D,1.45
0211800C,1.8
0211800D,1.8
0211801C,1.1
0211801D,1.1
0211802C,1.2
0211802D,1.2
0211803C,1.65
0211803D,1.65
0211804C,1.15
0211804D,1.15
0211805C,1.2
0211805D,1.2
0211806C,1.45
0211806D,1.45
0211807C,1.85
0211807D,1.85
0211808C,1.85
0211808D,1.85
0211809C,1.25
0211809D,1.25
0211810C,1.45
0211810D,1.45
0211812C,1.4
0211812D,1.4
0211813C,1.55
0211813D,1.55
0211814C,2.05
0211814D,2.05
0211815C,1.55
0211815D,1.55
0211816C,1.45
0211816D,1.45
0211817C,2.05
0211817D,2.05
0211818C,1.3
0211818D,1.3
0211819C,1.7
0211819D,1.7
0211821C,1.85
0211821D,1.85
0211822C,1.5
0211822D,1.5
0211826C,1.35
0211826D,1.35
0211827C,1.9
0211827D,1.9
0211828C,1.7
0211828D,1.7
0211831C,1.7
0211831D,1.7
0211832C,1.25
0211832D,1.25
0211833C,1.9
0211833D,1.9
0211834C,1.9
0211834D,1.9
0211837C,1.35
0211837D,1.35
0211838C,1.3
0211838D,1.3
0211839C,1.4
0211839D,1.4
0211841C,1.05
0211841D,1.05
0211842C,1.35
0211842D,1.35
0211844C,1.7
0211844D,1.7
0211845C,1.5
0211845D,1.5
0211846C,1.5
0211846D,1.5
0211847C,1.4
0211847D,1.4
0211849C,1.5
0211849D,1.5
0211850C,1.75
0211850D,1.75
0211851C,1.25
0211851D,1.25
0211852C,1.95
0211852D,1.95
0211853C,2.0
0211853D,2.0
0211855C,1.95
0211855D,1.95
0211856C,2.0
0211856D,2.0
0211857C,3.85
0211857D,3.85
0211858C,1.45
0211858D,1.45
0211860C,1.8
0211860D,1.8
0211861C,1.9
0211861D,1.9
0211863C,1.2
0211863D,1.2
0211864C,1.2
0211864D,1.2
0211865C,1.05
0211865D,1.05
0211866C,1.45
0211866D,1.45
0211867C,1.3
0211867D,1.3
0211869C,1.1
0211869D,1.1
0211870C,1.55
0211870D,1.55
0211871C,3.5
0211871D,3.5
0211872C,1.85
0211872D,1.85
0211873C,1.7
0211873D,1.7
0211875C,1.4
0211875D,1.4
0211877C,2.4
0211877D,2.4
0211879C,1.6
0211879D,1.6
0211880C,2.75
0211880D,2.75
0211881C,2.65
0211881D,2.65
0211882C,2.5
0211882D,2.5
0211883C,2.1
0211883D,2.1
0211884C,3.3
0211884D,3.3
0211886C,1.2
0211886D,1.2
0211887C,1.5
0211887D,1.5
0211888C,2.35
0211888D,2.35
0211889C,1.95
0211889D,1.95
0211890C,2.25
0211890D,2.25
0211891C,2.3
0211891D,2.3
0211892C,2.1
0211892D,2.1
0211893C,2.65
0211893D,2.65
0211894C,1.4
0211894D,1.4
0211895C,1.3
0211895D,1.3
0211896C,1.55
0211896D,1.55
0211897C,1.5
0211897D,1.5
0211898C,1.15
0211898D,1.15
0211899C,1.85
0211899D,1.85
0211902C,1.95
0211902D,1.95
0211903C,2.35
0211903D,2.35
0211904C,2.25
0211904D,2.25
0211906C,2.05
0211906D,2.05
0211907C,1.8
0211907D,1.8
0211908C,1.75
0211908D,1.75
0211909C,1.8
0211909D,1.8
0211910C,1.95
0211910D,1.95
0211911C,1.95
0211911D,1.95
0211912C,2.1
0211912D,2.1
0211913C,2.1
0211913D,2.1
0211914C,2.55
0211914D,2.55
0211915C,2.35
0211915D,2.35
0211916C,2.25
0211916D,2.25
0211917C,2.65
0211917D,2.65
0211918C,2.5
0211918D,2.5
0211919C,2.4
0211919D,2.4
0211920C,1.55
0211920D,1.55
0211921C,1.85
0211921D,1.85
0211923C,1.7
0211923D,1.7
0211924C,1.65
0211924D,1.65
0211925C,1.6
0211925D,1.6
0211926C,2.05
0211926D,2.05
0211927C,2.05
0211927D,2.05
0211928C,2.35
0211928D,2.35
0211929C,2.05
0211929D,2.05
0211930C,2.15
0211930D,2.15
0211931C,2.25
0211931D,2.25
0211932C,1.9
0211932D,1.9
0211933C,1.65
0211933D,1.65
0211934C,2.1
0211934D,2.1
0211936C,1.6
0211936D,1.6
0211938C,1.55
0211938D,1.55
0211939C,1.8
0211939D,1.8
0211940C,1.95
0211940D,1.95
0211941C,3.4
0211941D,3.4
0211942C,2.95
0211942D,2.95
0211943C,2.45
0211943D,2.45
0211944C,3.15
0211944D,3.15
0211945C,3.5
0211945D,3.5
0211946C,3.4
0211946D,3.4
0211947C,2.9
0211947D,2.9
0211948C,3.3
0211948D,3.3
0211949C,3.1
0211949D,3.1
0211950C,3.05
0211950D,3.05
0211951C,3.4
0211951D,3.4
0211952C,2.9
0211952D,2.9
0211953C,3.15
0211953D,3.15
0211954C,3.3
0211954D,3.3
0211955C,3.55
0211955D,3.55
0211956C,3.3
0211956D,3.3
0211957C,3.55
0211957D,3.55
0211958C,3.65
0211958D,3.65
0211959C,3.2
0211959D,3.2
0211960C,3.6
0211960D,3.6
0211961C,3.65
0211961D,3.65
0211962C,3.45
0211962D,3.45
0211963C,2.9
0211963D,2.9
0211964C,3.05
0211964D,3.05
0211965C,2.6
0211965D,2.6
0211966C,2.95
0211966D,2.95
0211967C,3.25
0211967D,3.25
0211968C,3.1
0211968D,3.1
0211969C,3.55
0211969D,3.55
0211970C,3.3
0211970D,3.3
0211971C,3.1
0211971D,3.1
0211972C,2.75
0211972D,2.75
0211975C,3.4
0211975D,3.4
0211977C,2.65
0211977D,2.65
0211978C,1.4
0211978D,1.4
0211979C,2.5
0211979D,2.5
0211980C,2.65
0211980D,2.65
0211981C,1.85
0211981D,1.85
0211982C,2.45
0211982D,2.45
0211984C,1.95
0211984D,1.95
0211985C,2.3
0211985D,2.3
0211986C,2.15
0211986D,2.15
0211988C,1.45
0211988D,1.45
0211989C,2.65
0211989D,2.65
0211990C,1.8
0211990D,1.8
0211991C,2.55
0211991D,2.55
0211992C,1.5
0211992D,1.5
0211993C,1.3
0211993D,1.3
0211994C,1.9
0211994D,1.9
0211995C,1.65
0211995D,1.65
0211996C,2.6
0211996D,2.6
0211997C,1.55
0211997D,1.55
0211998C,2.75
0211998D,2.75
0211999C,3.1
0211999D,3.1
0212001C,1.85
0212001D,1.85
0212003C,1.95
0212003D,1.95
0212004C,1.75
0212004D,1.75
0212005C,1.85
0212005D,1.85
0212007C,2.95
0212007D,2.95
0212008C,2.15
0212008D,2.15
0212009C,1.8
0212009D,1.8
0212010C,1.95
0212010D,1.95
0212011C,1.4
0212011D,1.4
0212012C,2.0
0212012D,2.0
0212013C,2.15
0212013D,2.15
0212014C,2.05
0212014D,2.05
0212015C,1.85
0212015D,1.85
0212017C,2.05
0212017D,2.05
0212018C,2.1
0212018D,2.1
0212019C,1.8
0212019D,1.8
0212021C,1.7
0212021D,1.7
0212023C,2.3
0212023D,2.3
0212024C,2.45
0212024D,2.45
0212025C,1.85
0212025D,1.85
0212026C,2.1
0212026D,2.1
0212027C,2.3
0212027D,2.3
0212028C,2.9
0212028D,2.9
0212029C,2.0
0212029D,2.0
0212030C,1.95
0212030D,1.95
0212031C,2.1
0212031D,2.1
0212032C,2.85
0212032D,2.85
0212033C,1.75
0212033D,1.75
0212034C,1.8
0212034D,1.8
0212035C,1.5
0212035D,1.5
0212037C,1.55
0212037D,1.55
0212038C,1.45
0212038D,1.45
0212039C,3.05
0212039D,3.05
0212040C,1.95
0212040D,1.95
0212041C,2.25
0212041D,2.25
0212042C,2.05
0212042D,2.05
0212044C,2.35
0212044D,2.35
0212045C,2.6
0212045D,2.6
0212047C,2.15
0212047D,2.15
0212048C,2.8
0212048D,2.8
0212049C,2.25
0212049D,2.25
0212050C,1.7
0212050D,1.7
0212051C,2.2
0212051D,2.2
0212052C,1.7
0212052D,1.7
0212053C,1.7
0212053D,1.7
0212054C,1.95
0212054D,1.95
0212055C,2.0
0212055D,2.0
0212056C,2.6
0212056D,2.6
0212057C,2.7
0212057D,2.7
0212058C,1.25
0212058D,1.25
0212059C,1.7
0212059D,1.7
0212060C,2.0
0212060D,2.0
0212061C,2.5
0212061D,2.5
0212062C,2.2
0212062D,2.2
0212063C,2.3
0212063D,2.3
0212064C,2.15
0212064D,2.15
0212065C,1.8
0212065D,1.8
0212066C,2.0
0212066D,2.0
0212067C,2.05
0212067D,2.05
0212068C,1.65
0212068D,1.65
0212069C,1.7
0212069D,1.7
0212070C,1.75
0212070D,1.75
0212071C,3.15
0212071D,3.15
0212072C,2.45
0212072D,2.45
0212074C,2.65
0212074D,2.65
0212075C,1.8
0212075D,1.8
0212078C,1.3
0212078D,1.3
0212079C,1.95
0212079D,1.95
0212080C,2.5
0212080D,2.5
0212081C,1.75
0212081D,1.75
0212082C,2.35
0212082D,2.35
0212083C,1.9
0212083D,1.9
0212084C,2.9
0212084D,2.9
0212085C,1.6
0212085D,1.6
0212086C,1.9
0212086D,1.9
0212087C,1.9
0212087D,1.9
0212088C,1.95
0212088D,1.95
0212089C,2.25
0212089D,2.25
0212090C,1.35
0212090D,1.35
0212091C,1.9
0212091D,1.9
0212092C,1.95
0212092D,1.95
0212093C,2.7
0212093D,2.7
0212094C,1.5
0212094D,1.5
0212095C,2.65
0212095D,2.65
0212096C,2.0
0212096D,2.0
0212097C,1.6
0212097D,1.6
0212100C,1.5
0212100D,1.5
0212101C,1.75
0212101D,1.75
0212102C,1.9
0212102D,1.9
0212103C,1.3
0212103D,1.3
0212104C,2.9
0212104D,2.9
0212105C,2.25
0212105D,2.25
0212107C,2.45
0212107D,2.45
0212108C,2.0
0212108D,2.0
0212109C,1.7
0212109D,1.7
0212110C,1.55
0212110D,1.55
0212111C,1.55
0212111D,1.55
0212112C,1.4
0212112D,1.4
0212113C,1.55
0212113D,1.55
0212114C,1.7
0212114D,1.7
0212115C,2.25
0212115D,2.25
0212116C,1.65
0212116D,1.65
0212117C,1.65
0212117D,1.65
0212118C,1.95
0212118D,1.95
0212119C,2.0
0212119D,2.0
0212120C,1.8
0212120D,1.8
0212121C,2.25
0212121D,2.25
0212123C,2.4
0212123D,2.4
0212124C,2.4
0212124D,2.4
0212125C,1.45
0212125D,1.45
0212126C,2.25
0212126D,2.25
0212127C,1.75
0212127D,1.75
0212128C,1.4
0212128D,1.4
0212129C,1.7
0212129D,1.7
0212130C,1.8
0212130D,1.8
0212131C,1.9
0212131D,1.9
0212132C,1.9
0212132D,1.9
0212133C,1.8
0212133D,1.8
0212134C,1.85
0212134D,1.85
0212135C,2.25
0212135D,2.25
0212136C,1.95
0212136D,1.95
0212137C,1.35
0212137D,1.35
0212139C,1.5
0212139D,1.5
0212140C,1.9
0212140D,1.9
0212141C,1.4
0212141D,1.4
0212142C,1.8
0212142D,1.8
0212143C,2.75
0212143D,2.75
0212144C,1.4
0212144D,1.4
0212145C,2.1
0212145D,2.1
0212146C,1.55
0212146D,1.55
0212147C,2.0
0212147D,2.0
0212148C,1.65
0212148D,1.65
0212149C,1.55
0212149D,1.55
0212150C,1.2
0212150D,1.2
0212151C,1.7
0212151D,1.7
0212152C,1.7
0212152D,1.7
0212153C,1.65
0212153D,1.65
0212154C,1.75
0212154D,1.75
0212155C,1.6
0212155D,1.6
0212156C,1.45
0212156D,1.45
0212157C,1.9
0212157D,1.9
0212158C,1.5
0212158D,1.5
0212159C,1.5
0212159D,1.5
0212160C,1.4
0212160D,1.4
0212161C,2.05
0212161D,2.05
0212164C,1.75
0212164D,1.75
0212165C,1.9
0212165D,1.9
0212166C,1.8
0212166D,1.8
0212167C,1.0
0212167D,1.0
0212168C,1.15
0212168D,1.15
0212169C,1.4
0212169D,1.4
0212170C,1.35
0212170D,1.35
0212171C,1.2
0212171D,1.2
0212172C,1.3
0212172D,1.3
0212173C,2.15
0212173D,2.15
0212174C,1.2
0212174D,1.2
0212175C,1.25
0212175D,1.25
0212176C,1.05
0212176D,1.05
0212177C,1.55
0212177D,1.55
0212178C,1.2
0212178D,1.2
0212179C,1.2
0212179D,1.2
0212180C,1.85
0212180D,1.85
0212182C,1.6
0212182D,1.6
0212183C,1.55
0212183D,1.55
0212184C,1.65
0212184D,1.65
0212185C,2.25
0212185D,2.25
0212186C,1.5
0212186D,1.5
0212187C,1.45
0212187D,1.45
0212188C,1.6
0212188D,1.6
0212189C,1.2
0212189D,1.2
0212190C,1.4
0212190D,1.4
0212192C,1.25
0212192D,1.25
0212193C,1.55
0212193D,1.55
0212195C,1.4
0212195D,1.4
0212196C,1.55
0212196D,1.55
0212197C,1.6
0212197D,1.6
0212198C,1.4
0212198D,1.4
0212199C,2.5
0212199D,2.5
0212200C,1.5
0212200D,1.5
0212201C,1.6
0212201D,1.6
0212203C,1.2
0212203D,1.2
0212204C,3.5
0212204D,3.5
0212205C,1.25
0212205D,1.25
0212206C,2.3
0212206D,2.3
0212207C,1.4
0212207D,1.4
0212208C,1.2
0212208D,1.2
0212209C,1.45
0212209D,1.45
0212210C,1.2
0212210D,1.2
0212211C,1.7
0212211D,1.7
0212212C,1.55
0212212D,1.55
0212213C,1.45
0212213D,1.45
0212215C,2.25
0212215D,2.25
0212216C,1.4
0212216D,1.4
0212217C,1.25
0212217D,1.25
0212218C,1.85
0212218D,1.85
0212219C,1.35
0212219D,1.35
0212220C,2.15
0212220D,2.15
0212221C,2.3
0212221D,2.3
0212222C,1.45
0212222D,1.45
0212223C,2.35
0212223D,2.35
0212224C,1.25
0212224D,1.25
0212225C,2.55
0212225D,2.55
0212226C,2.7
0212226D,2.7
0212227C,2.85
0212227D,2.85
0212228C,1.45
0212228D,1.45
0212229C,1.65
0212229D,1.65
0212230C,1.7
0212230D,1.7
0212231C,1.5
0212231D,1.5
0212232C,1.7
0212232D,1.7
0212233C,1.7
0212233D,1.7
0212234C,3.15
0212234D,3.15
0212235C,2.65
0212235D,2.65
0212236C,1.8
0212236D,1.8
0212237C,1.45
0212237D,1.45
0212238C,1.75
0212238D,1.75
0212239C,3.3
0212239D,3.3
0212240C,2.15
0212240D,2.15
0212241C,1.8
0212241D,1.8
0212242C,1.65
0212242D,1.65
0212243C,2.2
0212243D,2.2
0212244C,1.5
0212244D,1.5
0212245C,3.15
0212245D,3.15
0212246C,3.2
0212246D,3.2
0212247C,3.3
0212247D,3.3
0212249C,2.7
0212249D,2.7
0212250C,1.95
0212250D,1.95
0212251C,3.05
0212251D,3.05
0212252C,2.25
0212252D,2.25
0212253C,2.7
0212253D,2.7
0212254C,2.6
0212254D,2.6
0212255C,1.5
0212255D,1.5
0212256C,2.45
0212256D,2.45
0212257C,1.5
0212257D,1.5
0212258C,2.65
0212258D,2.65
0212259C,1.45
0212259D,1.45
0212260C,1.35
0212260D,1.35
0212261C,1.3
0212261D,1.3
0212262C,2.85
0212262D,2.85
0212263C,2.35
0212263D,2.35
0212265C,1.9
0212265D,1.9
0212267C,2.7
0212267D,2.7
0212269C,2.7
0212269D,2.7
0212270C,2.0
0212270D,2.0
0212272C,1.75
0212272D,1.75
0212273C,1.6
0212273D,1.6
0212274C,1.8
0212274D,1.8
0212275C,1.8
0212275D,1.8
0212276C,1.9
0212276D,1.9
0212278C,2.3
0212278D,2.3
0212279C,2.75
0212279D,2.75
0212280C,1.65
0212280D,1.65
0212281C,2.7
0212281D,2.7
0212282C,2.4
0212282D,2.4
0212283C,2.7
0212283D,2.7
0212284C,1.35
0212284D,1.35
0212285C,2.05
0212285D,2.05
0212286C,1.8
0212286D,1.8
0212287C,2.5
0212287D,2.5
0212288C,3.0
0212288D,3.0
0212289C,1.8
0212289D,1.8
0212290C,1.5
0212290D,1.5
0212291C,2.2
0212291D,2.2
0212292C,2.1
0212292D,2.1
0212293C,3.2
0212293D,3.2
0212294C,2.15
0212294D,2.15
0212295C,1.9
0212295D,1.9
0212296C,2.0
0212296D,2.0
0212297C,1.8
0212297D,1.8
0212298C,1.25
0212298D,1.25
0212299C,2.25
0212299D,2.25
0212300C,1.35
0212300D,1.35
0212302C,2.95
0212302D,2.95
0212303C,2.1
0212303D,2.1
0212304C,2.4
0212304D,2.4
0212305C,2.7
0212305D,2.7
0212306C,2.55
0212306D,2.55
0212307C,2.45
0212307D,2.45
0212308C,1.55
0212308D,1.55
0212309C,2.05
0212309D,2.05
0212310C,1.35
0212310D,1.35
0212311C,2.25
0212311D,2.25
0212312C,2.65
0212312D,2.65
0212313C,2.75
0212313D,2.75
0212314C,3.2
0212314D,3.2
0212315C,3.2
0212315D,3.2
0212316C,1.75
0212316D,1.75
0212317C,1.4
0212317D,1.4
0212318C,3.2
0212318D,3.2
0212319C,1.7
0212319D,1.7
0212320C,1.7
0212320D,1.7
0212321C,2.15
0212321D,2.15
0212322C,1.9
0212322D,1.9
0212323C,1.85
0212323D,1.85
0212324C,1.6
0212324D,1.6
0212325C,2.7
0212325D,2.7
0212326C,2.2
0212326D,2.2
0212327C,2.15
0212327D,2.15
0212328C,2.25
0212328D,2.25
0212329C,1.75
0212329D,1.75
0212330C,2.3
0212330D,2.3
0212331C,1.5
0212331D,1.5
0212332C,2.45
0212332D,2.45
0212333C,2.05
0212333D,2.05
0212334C,1.65
0212334D,1.65
0212335C,1.95
0212335D,1.95
0212336C,2.75
0212336D,2.75
0212337C,1.5
0212337D,1.5
0212338C,2.6
0212338D,2.6
0212339C,2.0
0212339D,2.0
0212340C,1.4
0212340D,1.4
0212341C,1.5
0212341D,1.5
0212342C,2.4
0212342D,2.4
0212343C,1.6
0212343D,1.6
0212344C,1.85
0212344D,1.85
0212345C,1.85
0212345D,1.85
0212346C,1.65
0212346D,1.65
0212347C,3.25
0212347D,3.25
0212348C,2.8
0212348D,2.8
0212349C,1.25
0212349D,1.25
0212350C,2.05
0212350D,2.05
0212351C,1.25
0212351D,1.25
0212352C,2.75
0212352D,2.75
0212353C,3.45
0212353D,3.45
0212355C,2.3
0212355D,2.3
0212356C,1.75
0212356D,1.75
0212357C,1.4
0212357D,1.4
0212358C,2.25
0212358D,2.25
0212359C,2.15
0212359D,2.15
0212360C,1.9
0212360D,1.9
0212361C,2.45
0212361D,2.45
0212362C,1.45
0212362D,1.45
0212363C,1.1
0212363D,1.1
0212364C,2.4
0212364D,2.4
0212365C,1.95
0212365D,1.95
0212366C,1.6
0212366D,1.6
0212367C,2.15
0212367D,2.15
0212368C,1.75
0212368D,1.75
0212369C,2.3
0212369D,2.3
0212370C,1.5
0212370D,1.5
0212371C,2.5
0212371D,2.5
0212372C,1.9
0212372D,1.9
0212373C,2.2
0212373D,2.2
0212374C,2.1
0212374D,2.1
0212376C,2.15
0212376D,2.15
0212377C,2.45
0212377D,2.45
0212378C,2.6
0212378D,2.6
0212379C,2.55
0212379D,2.55
0212380C,2.8
0212380D,2.8
0212382C,2.45
0212382D,2.45
0212383C,3.2
0212383D,3.2
0212384C,1.8
0212384D,1.8
0212385C,2.15
0212385D,2.15
0212386C,2.1
0212386D,2.1
0212387C,2.65
0212387D,2.65
0212388C,2.6
0212388D,2.6
0212389C,2.6
0212389D,2.6
0212390C,2.1
0212390D,2.1
0212391C,2.1
0212391D,2.1
0212392C,2.0
0212392D,2.0
0212393C,3.25
0212393D,3.25
0212395C,3.05
0212395D,3.05
0212396C,3.45
0212396D,3.45
0212397C,2.95
0212397D,2.95
0212398C,3.0
0212398D,3.0
0212401C,2.5
0212401D,2.5
0212403C,2.35
0212403D,2.35
0212404C,2.9
0212404D,2.9
0212405C,2.35
0212405D,2.35
0212406C,1.7
0212406D,1.7
0212407C,2.45
0212407D,2.45
0212408C,2.1
0212408D,2.1
0212409C,2.5
0212409D,2.5
0212410C,1.9
0212410D,1.9
0212411C,2.5
0212411D,2.5
0212412C,1.6
0212412D,1.6
0212415C,2.45
0212415D,2.45
0212416C,2.5
0212416D,2.5
0212417C,2.15
0212417D,2.15
0212418C,2.25
0212418D,2.25
0212419C,2.0
0212419D,2.0
0212420C,2.4
0212420D,2.4
0212421C,1.9
0212421D,1.9
0212422C,2.45
0212422D,2.45
0212423C,2.2
0212423D,2.2
0212424C,2.55
0212424D,2.55
0212425C,2.6
0212425D,2.6
0212426C,2.9
0212426D,2.9
0212427C,2.05
0212427D,2.05
0212430C,2.25
0212430D,2.25
0212431C,2.35
0212431D,2.35
0212432C,2.6
0212432D,2.6
0212433C,2.75
0212433D,2.75
0212434C,1.8
0212434D,1.8
0212435C,2.2
0212435D,2.2
0212436C,1.6
0212436D,1.6
0212437C,2.35
0212437D,2.35
0212438C,2.2
0212438D,2.2
0212440C,2.3
0212440D,2.3
0212441C,2.7
0212441D,2.7
0212442C,2.9
0212442D,2.9
0212443C,2.75
0212443D,2.75
0212444C,2.5
0212444D,2.5
0212445C,1.45
0212445D,1.45
0212446C,2.1
0212446D,2.1
0212447C,1.95
0212447D,1.95
0212448C,2.2
0212448D,2.2
0212450C,1.6
0212450D,1.6
0212451C,1.7
0212451D,1.7
0212452C,1.9
0212452D,1.9
0212453C,2.3
0212453D,2.3
0212454C,2.85
0212454D,2.85
0212455C,2.45
0212455D,2.45
0212456C,2.35
0212456D,2.35
0212458C,1.65
0212458D,1.65
0212459C,1.8
0212459D,1.8
0212460C,2.55
0212460D,2.55
0212461C,1.75
0212461D,1.75
0212463C,2.95
0212463D,2.95
0212464C,2.2
0212464D,2.2
0212466C,1.75
0212466D,1.75
0212467C,2.25
0212467D,2.25
0212468C,2.7
0212468D,2.7
0212469C,2.15
0212469D,2.15
0212470C,2.2
0212470D,2.2
0212471C,2.15
0212471D,2.15
0212473C,2.45
0212473D,2.45
0212474C,1.9
0212474D,1.9
0212475C,2.2
0212475D,2.2
0212476C,2.4
0212476D,2.4
0212477C,1.85
0212477D,1.85
0212478C,2.15
0212478D,2.15
0212479C,1.9
0212479D,1.9
0212481C,2.5
0212481D,2.5
0212482C,2.45
0212482D,2.45
0212483C,3.0
0212483D,3.0
0212484C,2.45
0212484D,2.45
0212485C,3.1
0212485D,3.1
0212486C,2.05
0212486D,2.05
0212487C,1.9
0212487D,1.9
0212488C,2.05
0212488D,2.05
0212489C,2.05
0212489D,2.05
0212490C,2.35
0212490D,2.35
0212491C,2.95
0212491D,2.95
