Symbol,GPA
0212492C,1.85
0212492D,1.85
0212494C,2.35
0212494D,2.35
0212495C,2.45
0212495D,2.45
0212496C,2.65
0212496D,2.65
0212497C,1.9
0212497D,1.9
0212498C,2.65
0212498D,2.65
0212499C,2.6
0212499D,2.6
0212500C,2.05
0212500D,2.05
0212503C,2.6
0212503D,2.6
0212504C,2.85
0212504D,2.85
0212505C,2.55
0212505D,2.55
0212506C,2.75
0212506D,2.75
0212507C,2.75
0212507D,2.75
0212508C,2.9
0212508D,2.9
0212509C,3.2
0212509D,3.2
0212511C,2.15
0212511D,2.15
0212512C,2.35
0212512D,2.35
0212515C,1.2
0212515D,1.2
0212516C,1.85
0212516D,1.85
0212517C,1.65
0212517D,1.65
0212518C,1.8
0212518D,1.8
0212519C,1.9
0212519D,1.9
0212520C,1.9
0212520D,1.9
0212521C,1.95
0212521D,1.95
0212522C,2.05
0212522D,2.05
0212523C,2.2
0212523D,2.2
0212524C,2.45
0212524D,2.45
0212525C,2.75
0212525D,2.75
0212526C,3.15
0212526D,3.15
0212527C,2.25
0212527D,2.25
0212528C,2.75
0212528D,2.75
0212529C,2.4
0212529D,2.4
0212530C,1.85
0212530D,1.85
0212531C,1.85
0212531D,1.85
0212532C,1.95
0212532D,1.95
0212533C,2.35
0212533D,2.35
0212534C,1.95
0212534D,1.95
0212535C,2.3
0212535D,2.3
0212536C,1.95
0212536D,1.95
0212537C,1.6
0212537D,1.6
0212538C,1.85
0212538D,1.85
0212539C,1.8
0212539D,1.8
0212540C,2.45
0212540D,2.45
0212542C,2.2
0212542D,2.2
0212543C,1.9
0212543D,1.9
0212544C,1.35
0212544D,1.35
0212545C,2.0
0212545D,2.0
0212546C,1.45
0212546D,1.45
0212547C,2.35
0212547D,2.35
0212548C,2.05
0212548D,2.05
0212549C,1.9
0212549D,1.9
0212550C,1.8
0212550D,1.8
0212551C,2.3
0212551D,2.3
0212552C,2.35
0212552D,2.35
0212553C,2.4
0212553D,2.4
0212554C,2.3
0212554D,2.3
0212555C,1.65
0212555D,1.65
0212556C,1.9
0212556D,1.9
0212557C,2.15
0212557D,2.15
0212558C,2.4
0212558D,2.4
0212559C,3.35
0212559D,3.35
0212560C,2.0
0212560D,2.0
0212561C,2.65
0212561D,2.65
0212562C,2.65
0212562D,2.65
0212563C,2.25
0212563D,2.25
0212564C,1.95
0212564D,1.95
0212565C,1.95
0212565D,1.95
0212566C,1.2
0212566D,1.2
0212567C,2.45
0212567D,2.45
0212568C,2.1
0212568D,2.1
0212569C,3.1
0212569D,3.1
0212570C,2.75
0212570D,2.75
0212571C,2.15
0212571D,2.15
0212572C,1.9
0212572D,1.9
0212573C,2.05
0212573D,2.05
0212574C,1.7
0212574D,1.7
0212575C,1.7
0212575D,1.7
0212576C,1.35
0212576D,1.35
0212577C,1.6
0212577D,1.6
0212578C,1.3
0212578D,1.3
0212579C,1.2
0212579D,1.2
0212580C,1.3
0212580D,1.3
0212581C,2.2
0212581D,2.2
0212583C,1.5
0212583D,1.5
0212584C,2.2
0212584D,2.2
0212585C,1.55
0212585D,1.55
0212586C,1.9
0212586D,1.9
0212587C,1.9
0212587D,1.9
0212588C,1.7
0212588D,1.7
0212589C,1.45
0212589D,1.45
0212590C,1.3
0212590D,1.3
0212591C,1.4
0212591D,1.4
0212592C,1.85
0212592D,1.85
0212593C,1.15
0212593D,1.15
0212594C,1.3
0212594D,1.3
0212595C,1.35
0212595D,1.35
0212596C,1.75
0212596D,1.75
0212597C,1.4
0212597D,1.4
0212598C,1.65
0212598D,1.65
0212599C,1.3
0212599D,1.3
0212600C,1.55
0212600D,1.55
0212601C,1.3
0212601D,1.3
0212602C,1.4
0212602D,1.4
0212603C,2.0
0212603D,2.0
0212604C,1.3
0212604D,1.3
0212605C,1.4
0212605D,1.4
0212606C,1.45
0212606D,1.45
0212607C,1.4
0212607D,1.4
0212608C,1.3
0212608D,1.3
0212609C,1.45
0212609D,1.45
0212610C,1.2
0212610D,1.2
0212611C,2.0
0212611D,2.0
0212612C,1.8
0212612D,1.8
0212613C,1.75
0212613D,1.75
0212615C,1.5
0212615D,1.5
0212616C,1.2
0212616D,1.2
0212617C,2.25
0212617D,2.25
0212619C,1.55
0212619D,1.55
0212620C,1.55
0212620D,1.55
0212622C,1.3
0212622D,1.3
0212623C,1.6
0212623D,1.6
0212626C,1.75
0212626D,1.75
0212627C,1.45
0212627D,1.45
0212628C,1.7
0212628D,1.7
0212630C,1.35
0212630D,1.35
0212631C,1.35
0212631D,1.35
0212633C,1.8
0212633D,1.8
0212634C,2.2
0212634D,2.2
0212635C,1.2
0212635D,1.2
0212636C,1.25
0212636D,1.25
0212637C,1.25
0212637D,1.25
0212638C,1.4
0212638D,1.4
0212639C,1.3
0212639D,1.3
0212640C,1.5
0212640D,1.5
0212641C,1.35
0212641D,1.35
0212642C,1.55
0212642D,1.55
0212643C,1.4
0212643D,1.4
0212645C,1.05
0212645D,1.05
0212647C,1.2
0212647D,1.2
0212649C,1.45
0212649D,1.45
0212650C,1.7
0212650D,1.7
0212651C,1.45
0212651D,1.45
0212652C,1.1
0212652D,1.1
0212653C,1.65
0212653D,1.65
0212654C,1.15
0212654D,1.15
0212655C,1.4
0212655D,1.4
0212657C,1.35
0212657D,1.35
0212658C,1.35
0212658D,1.35
0212659C,1.5
0212659D,1.5
0212660C,1.3
0212660D,1.3
0212661C,1.1
0212661D,1.1
0212662C,1.1
0212662D,1.1
0212663C,1.1
0212663D,1.1
0212664C,1.05
0212664D,1.05
0212665C,1.95
0212665D,1.95
0212666C,1.75
0212666D,1.75
0212667C,1.05
0212667D,1.05
0212668C,1.3
0212668D,1.3
0212669C,1.15
0212669D,1.15
0212670C,1.1
0212670D,1.1
0212672C,1.95
0212672D,1.95
0212673C,2.7
0212673D,2.7
0212674C,1.4
0212674D,1.4
0212675C,1.55
0212675D,1.55
0212677C,1.15
0212677D,1.15
0212678C,1.35
0212678D,1.35
0212679C,1.45
0212679D,1.45
0212680C,1.1
0212680D,1.1
0212681C,1.2
0212681D,1.2
0212682C,1.1
0212682D,1.1
0212683C,1.25
0212683D,1.25
0212684C,1.3
0212684D,1.3
0212685C,1.4
0212685D,1.4
0212686C,1.4
0212686D,1.4
0212687C,1.35
0212687D,1.35
0212688C,1.4
0212688D,1.4
0212689C,1.15
0212689D,1.15
0212691C,1.3
0212691D,1.3
0212692C,1.3
0212692D,1.3
0212693C,1.3
0212693D,1.3
0212694C,1.45
0212694D,1.45
0212695C,1.35
0212695D,1.35
0212696C,1.45
0212696D,1.45
0212697C,1.15
0212697D,1.15
0212698C,1.6
0212698D,1.6
0212699C,1.75
0212699D,1.75
0212700C,1.25
0212700D,1.25
0212701C,1.45
0212701D,1.45
0212702C,1.5
0212702D,1.5
0212704C,1.35
0212704D,1.35
0212705C,1.35
0212705D,1.35
0212706C,1.45
0212706D,1.45
0212707C,1.5
0212707D,1.5
0212708C,1.3
0212708D,1.3
0212710C,1.5
0212710D,1.5
0212711C,1.65
0212711D,1.65
0212712C,1.8
0212712D,1.8
0212713C,2.45
0212713D,2.45
0212714C,1.7
0212714D,1.7
0212715C,2.2
0212715D,2.2
0212716C,1.9
0212716D,1.9
0212717C,2.0
0212717D,2.0
0212718C,1.95
0212718D,1.95
0212719C,2.3
0212719D,2.3
0212720C,1.8
0212720D,1.8
0212721C,1.9
0212721D,1.9
0212722C,1.6
0212722D,1.6
0212723C,1.9
0212723D,1.9
0212724C,1.95
0212724D,1.95
0212725C,1.45
0212725D,1.45
0212726C,1.85
0212726D,1.85
0212727C,2.2
0212727D,2.2
0212728C,2.0
0212728D,2.0
0212729C,1.85
0212729D,1.85
0212731C,2.7
0212731D,2.7
0212732C,1.95
0212732D,1.95
0212733C,2.3
0212733D,2.3
0212735C,1.95
0212735D,1.95
0212736C,2.0
0212736D,2.0
0212737C,1.75
0212737D,1.75
0212739C,2.15
0212739D,2.15
0212740C,2.1
0212740D,2.1
0212742C,2.35
0212742D,2.35
0212743C,1.15
0212743D,1.15
0212745C,1.25
0212745D,1.25
0212746C,2.05
0212746D,2.05
0212747C,1.95
0212747D,1.95
0212748C,2.1
0212748D,2.1
0212749C,2.0
0212749D,2.0
0212750C,1.75
0212750D,1.75
0212751C,2.4
0212751D,2.4
0212752C,1.4
0212752D,1.4
0212753C,2.05
0212753D,2.05
0212754C,2.05
0212754D,2.05
0212755C,2.6
0212755D,2.6
0212756C,2.4
0212756D,2.4
0212757C,2.1
0212757D,2.1
0212758C,2.45
0212758D,2.45
0212759C,2.15
0212759D,2.15
0212760C,2.2
0212760D,2.2
0212761C,2.6
0212761D,2.6
0212762C,2.15
0212762D,2.15
0212763C,1.85
0212763D,1.85
0212764C,2.2
0212764D,2.2
0212765C,1.95
0212765D,1.95
0212766C,2.55
0212766D,2.55
0212767C,1.9
0212767D,1.9
0212768C,1.05
0212768D,1.05
0212769C,1.9
0212769D,1.9
0212770C,2.55
0212770D,2.55
0212771C,2.25
0212771D,2.25
0212772C,2.3
0212772D,2.3
0212773C,1.55
0212773D,1.55
0212774C,2.15
0212774D,2.15
0212775C,2.6
0212775D,2.6
0212776C,2.25
0212776D,2.25
0212777C,2.35
0212777D,2.35
0212778C,2.25
0212778D,2.25
0212779C,2.85
0212779D,2.85
0212780C,2.95
0212780D,2.95
0212781C,2.5
0212781D,2.5
0212782C,2.0
0212782D,2.0
0212783C,3.1
0212783D,3.1
0212784C,3.05
0212784D,3.05
0212785C,2.1
0212785D,2.1
0212786C,2.75
0212786D,2.75
0212787C,2.4
0212787D,2.4
0212788C,2.25
0212788D,2.25
0212789C,2.65
0212789D,2.65
0212790C,1.7
0212790D,1.7
0212791C,2.7
0212791D,2.7
0212792C,2.55
0212792D,2.55
0212793C,2.45
0212793D,2.45
0212794C,2.55
0212794D,2.55
0212795C,2.0
0212795D,2.0
0212796C,2.5
0212796D,2.5
0212797C,2.3
0212797D,2.3
0212798C,2.1
0212798D,2.1
0212799C,2.3
0212799D,2.3
0212800C,2.1
0212800D,2.1
0212801C,1.75
0212801D,1.75
0212802C,2.2
0212802D,2.2
0212803C,2.2
0212803D,2.2
0212804C,2.1
0212804D,2.1
0212805C,2.2
0212805D,2.2
0212806C,2.65
0212806D,2.65
0212807C,2.8
0212807D,2.8
0212809C,2.05
0212809D,2.05
0212810C,2.15
0212810D,2.15
0212811C,1.95
0212811D,1.95
0212812C,2.85
0212812D,2.85
0212813C,2.05
0212813D,2.05
0212814C,2.45
0212814D,2.45
0212815C,2.2
0212815D,2.2
0212816C,2.25
0212816D,2.25
0212817C,1.6
0212817D,1.6
0212818C,2.05
0212818D,2.05
0212819C,1.65
0212819D,1.65
0212820C,1.6
0212820D,1.6
0212821C,1.5
0212821D,1.5
0212822C,1.9
0212822D,1.9
0212823C,1.85
0212823D,1.85
0212825C,2.1
0212825D,2.1
0212826C,2.65
0212826D,2.65
0212827C,2.95
0212827D,2.95
0212829C,2.45
0212829D,2.45
0212830C,1.55
0212830D,1.55
0212831C,2.25
0212831D,2.25
0212832C,1.85
0212832D,1.85
0212833C,1.65
0212833D,1.65
0212834C,2.2
0212834D,2.2
0212835C,2.75
0212835D,2.75
0212836C,1.85
0212836D,1.85
0212837C,1.95
0212837D,1.95
0212839C,2.65
0212839D,2.65
0212840C,2.2
0212840D,2.2
0212841C,2.45
0212841D,2.45
0212842C,1.8
0212842D,1.8
0212844C,2.55
0212844D,2.55
0212845C,2.5
0212845D,2.5
0212846C,1.7
0212846D,1.7
0212847C,3.0
0212847D,3.0
0212848C,2.6
0212848D,2.6
0212850C,2.0
0212850D,2.0
0212851C,2.45
0212851D,2.45
0212852C,1.8
0212852D,1.8
0212853C,1.75
0212853D,1.75
0212854C,1.35
0212854D,1.35
0212855C,1.7
0212855D,1.7
0212856C,2.45
0212856D,2.45
0212857C,1.9
0212857D,1.9
0212858C,2.5
0212858D,2.5
0212859C,1.75
0212859D,1.75
0212860C,1.2
0212860D,1.2
0212861C,1.5
0212861D,1.5
0212862C,2.65
0212862D,2.65
0212863C,1.4
0212863D,1.4
0212864C,1.8
0212864D,1.8
0212865C,1.1
0212865D,1.1
0212866C,2.1
0212866D,2.1
0212867C,2.05
0212867D,2.05
0212868C,2.45
0212868D,2.45
0212869C,1.25
0212869D,1.25
0212870C,1.9
0212870D,1.9
0212871C,1.65
0212871D,1.65
0212872C,1.95
0212872D,1.95
0212873C,2.0
0212873D,2.0
0212874C,1.95
0212874D,1.95
0212875C,2.1
0212875D,2.1
0212876C,2.6
0212876D,2.6
0212877C,2.75
0212877D,2.75
0212878C,1.3
0212878D,1.3
0212879C,1.45
0212879D,1.45
0212880C,1.9
0212880D,1.9
0212881C,1.35
0212881D,1.35
0212882C,1.9
0212882D,1.9
0212884C,1.15
0212884D,1.15
0212885C,1.9
0212885D,1.9
0212886C,2.35
0212886D,2.35
0212887C,2.3
0212887D,2.3
0212889C,3.2
0212889D,3.2
0212890C,3.35
0212890D,3.35
0212891C,2.55
0212891D,2.55
0212892C,2.25
0212892D,2.25
0212893C,2.3
0212893D,2.3
0212894C,2.25
0212894D,2.25
0212895C,2.6
0212895D,2.6
0212896C,2.35
0212896D,2.35
0212897C,2.55
0212897D,2.55
0212898C,1.9
0212898D,1.9
0212899C,2.05
0212899D,2.05
0212900C,1.75
0212900D,1.75
0212901C,1.85
0212901D,1.85
0212902C,2.65
0212902D,2.65
0212903C,1.75
0212903D,1.75
0212904C,2.5
0212904D,2.5
0212905C,2.9
0212905D,2.9
0212906C,1.6
0212906D,1.6
0212907C,2.05
0212907D,2.05
0212908C,2.1
0212908D,2.1
0212909C,2.05
0212909D,2.05
0212910C,2.2
0212910D,2.2
0212911C,1.85
0212911D,1.85
0212912C,2.0
0212912D,2.0
0212914C,1.55
0212914D,1.55
0212915C,2.45
0212915D,2.45
0212916C,2.65
0212916D,2.65
0212917C,2.7
0212917D,2.7
0212918C,1.7
0212918D,1.7
0212919C,1.95
0212919D,1.95
0212920C,2.95
0212920D,2.95
0212921C,2.1
0212921D,2.1
0212922C,2.25
0212922D,2.25
0212923C,1.75
0212923D,1.75
0212924C,2.15
0212924D,2.15
0212925C,2.25
0212925D,2.25
0212926C,2.15
0212926D,2.15
0212927C,1.65
0212927D,1.65
0212928C,2.6
0212928D,2.6
0212930C,2.8
0212930D,2.8
0212931C,2.85
0212931D,2.85
0212932C,2.8
0212932D,2.8
0212933C,2.35
0212933D,2.35
0212934C,2.7
0212934D,2.7
0212935C,1.75
0212935D,1.75
0212936C,1.25
0212936D,1.25
0212937C,1.85
0212937D,1.85
0212938C,2.3
0212938D,2.3
0212939C,1.45
0212939D,1.45
0212941C,2.7
0212941D,2.7
0212942C,2.8
0212942D,2.8
0212943C,2.5
0212943D,2.5
0212944C,2.7
0212944D,2.7
0212945C,2.8
0212945D,2.8
0212946C,2.9
0212946D,2.9
0212947C,2.85
0212947D,2.85
0212948C,2.85
0212948D,2.85
0212949C,2.05
0212949D,2.05
0212950C,2.0
0212950D,2.0
0212951C,2.5
0212951D,2.5
0212952C,1.5
0212952D,1.5
0212954C,2.25
0212954D,2.25
0212955C,2.25
0212955D,2.25
0212957C,1.25
0212957D,1.25
0212958C,2.3
0212958D,2.3
0212959C,1.35
0212959D,1.35
0212960C,2.15
0212960D,2.15
0212961C,1.9
0212961D,1.9
0212962C,1.55
0212962D,1.55
0212963C,2.1
0212963D,2.1
0212964C,1.3
0212964D,1.3
0212965C,2.4
0212965D,2.4
0212966C,2.15
0212966D,2.15
0212967C,2.25
0212967D,2.25
0212968C,2.1
0212968D,2.1
0212969C,2.5
0212969D,2.5
0212970C,2.55
0212970D,2.55
0212971C,2.8
0212971D,2.8
0212972C,2.55
0212972D,2.55
0212973C,2.2
0212973D,2.2
0212974C,1.8
0212974D,1.8
0212975C,2.3
0212975D,2.3
0212976C,2.6
0212976D,2.6
0212977C,2.45
0212977D,2.45
0212978C,3.05
0212978D,3.05
0212979C,1.95
0212979D,1.95
0212980C,2.05
0212980D,2.05
0212981C,2.05
0212981D,2.05
0212982C,2.15
0212982D,2.15
0212983C,1.85
0212983D,1.85
0212984C,1.9
0212984D,1.9
0212985C,1.45
0212985D,1.45
0212986C,2.55
0212986D,2.55
0212987C,2.15
0212987D,2.15
0212988C,2.0
0212988D,2.0
0212989C,1.55
0212989D,1.55
0212990C,1.55
0212990D,1.55
0212991C,1.8
0212991D,1.8
0212992C,2.1
0212992D,2.1
0212993C,2.05
0212993D,2.05
0212994C,1.55
0212994D,1.55
0212995C,1.2
0212995D,1.2
0212996C,1.15
0212996D,1.15
0212997C,2.25
0212997D,2.25
0212998C,1.45
0212998D,1.45
0212999C,1.6
0212999D,1.6
0213000C,2.5
0213000D,2.5
0213001C,1.8
0213001D,1.8
0213002C,2.05
0213002D,2.05
0213003C,1.7
0213003D,1.7
0213004C,1.05
0213004D,1.05
0213005C,1.1
0213005D,1.1
0213006C,1.5
0213006D,1.5
0213008C,1.35
0213008D,1.35
0213009C,1.3
0213009D,1.3
0213010C,1.5
0213010D,1.5
0213011C,1.6
0213011D,1.6
0213013C,1.75
0213013D,1.75
0213015C,1.75
0213015D,1.75
0213016C,1.7
0213016D,1.7
0213017C,1.55
0213017D,1.55
0213018C,1.55
0213018D,1.55
0213019C,2.15
0213019D,2.15
0213020C,1.3
0213020D,1.3
0213021C,1.3
0213021D,1.3
0213022C,1.65
0213022D,1.65
0213023C,1.9
0213023D,1.9
0213024C,1.6
0213024D,1.6
0213025C,1.75
0213025D,1.75
0213026C,1.75
0213026D,1.75
0213027C,1.55
0213027D,1.55
0213028C,1.55
0213028D,1.55
0213029C,1.6
0213029D,1.6
0213030C,1.35
0213030D,1.35
0213031C,2.0
0213031D,2.0
0213032C,1.4
0213032D,1.4
0213033C,1.75
0213033D,1.75
0213034C,1.7
0213034D,1.7
0213035C,1.25
0213035D,1.25
0213036C,1.35
0213036D,1.35
0213037C,1.2
0213037D,1.2
0213038C,1.5
0213038D,1.5
0213039C,1.45
0213039D,1.45
0213040C,2.55
0213040D,2.55
0213041C,2.65
0213041D,2.65
0213042C,2.75
0213042D,2.75
0213043C,2.65
0213043D,2.65
0213044C,2.4
0213044D,2.4
0213045C,2.45
0213045D,2.45
0213046C,2.55
0213046D,2.55
0213047C,2.45
0213047D,2.45
0213048C,2.55
0213048D,2.55
0213049C,2.6
0213049D,2.6
0213050C,1.9
0213050D,1.9
0213051C,1.95
0213051D,1.95
0213052C,2.05
0213052D,2.05
0213053C,2.05
0213053D,2.05
0213054C,2.7
0213054D,2.7
0213055C,2.55
0213055D,2.55
0213056C,2.05
0213056D,2.05
0213057C,2.3
0213057D,2.3
0213058C,2.4
0213058D,2.4
0213059C,2.25
0213059D,2.25
0213060C,2.7
0213060D,2.7
0213061C,1.55
0213061D,1.55
0213062C,2.15
0213062D,2.15
0213063C,2.5
0213063D,2.5
0213064C,2.45
0213064D,2.45
0213065C,2.6
0213065D,2.6
0213066C,1.95
0213066D,1.95
0213067C,2.75
0213067D,2.75
0213068C,2.0
0213068D,2.0
0213069C,1.95
0213069D,1.95
0213070C,2.0
0213070D,2.0
0213071C,2.3
0213071D,2.3
0213073C,2.1
0213073D,2.1
0213074C,2.4
0213074D,2.4
0213075C,2.3
0213075D,2.3
0213076C,1.8
0213076D,1.8
0213077C,2.25
0213077D,2.25
0213078C,2.7
0213078D,2.7
0213080C,2.5
0213080D,2.5
0213082C,2.4
0213082D,2.4
0213083C,2.9
0213083D,2.9
0213084C,2.1
0213084D,2.1
0213085C,2.45
0213085D,2.45
0213086C,2.45
0213086D,2.45
0213087C,1.9
0213087D,1.9
0213088C,2.45
0213088D,2.45
0213090C,2.05
0213090D,2.05
0213091C,1.65
0213091D,1.65
0213092C,2.5
0213092D,2.5
0213093C,1.7
0213093D,1.7
0213095C,2.2
0213095D,2.2
0213096C,1.8
0213096D,1.8
0213097C,2.0
0213097D,2.0
0213098C,1.8
0213098D,1.8
0213099C,2.1
0213099D,2.1
0213100C,1.8
0213100D,1.8
0213101C,1.6
0213101D,1.6
0213102C,2.1
0213102D,2.1
0213103C,2.45
0213103D,2.45
0213104C,2.4
0213104D,2.4
0213105C,2.2
0213105D,2.2
0213106C,1.95
0213106D,1.95
0213107C,2.45
0213107D,2.45
0213108C,2.7
0213108D,2.7
0213109C,2.45
0213109D,2.45
0213110C,2.45
0213110D,2.45
0213111C,2.6
0213111D,2.6
0213112C,1.65
0213112D,1.65
0213113C,2.8
0213113D,2.8
0213114C,2.55
0213114D,2.55
0213115C,2.2
0213115D,2.2
0213116C,1.85
0213116D,1.85
0213117C,2.2
0213117D,2.2
0213118C,2.25
0213118D,2.25
0213119C,2.7
0213119D,2.7
0213120C,2.65
0213120D,2.65
0213121C,2.65
0213121D,2.65
0213122C,2.35
0213122D,2.35
0213124C,2.05
0213124D,2.05
0213125C,2.2
0213125D,2.2
0213126C,1.9
0213126D,1.9
0213127C,1.85
0213127D,1.85
0213128C,2.25
0213128D,2.25
0213129C,2.35
0213129D,2.35
0213130C,2.35
0213130D,2.35
0213131C,1.65
0213131D,1.65
0213132C,2.35
0213132D,2.35
0213133C,2.25
0213133D,2.25
0213134C,2.25
0213134D,2.25
0213135C,1.55
0213135D,1.55
0213136C,2.05
0213136D,2.05
0213137C,2.25
0213137D,2.25
0213138C,2.25
0213138D,2.25
0213139C,2.45
0213139D,2.45
0213140C,2.1
0213140D,2.1
0213141C,2.2
0213141D,2.2
0213142C,1.75
0213142D,1.75
0213144C,1.85
0213144D,1.85
0213145C,3.15
0213145D,3.15
0213146C,2.25
0213146D,2.25
0213147C,1.8
0213147D,1.8
0213149C,2.2
0213149D,2.2
0213150C,2.8
0213150D,2.8
0213151C,2.3
0213151D,2.3
0213152C,2.2
0213152D,2.2
0213153C,2.25
0213153D,2.25
0213154C,1.9
0213154D,1.9
0213155C,2.45
0213155D,2.45
0213156C,2.65
0213156D,2.65
0213157C,1.65
0213157D,1.65
0213158C,2.5
0213158D,2.5
0213159C,2.3
0213159D,2.3
0213160C,2.55
0213160D,2.55
0213161C,2.25
0213161D,2.25
0213163C,1.5
0213163D,1.5
0213164C,2.65
0213164D,2.65
0213165C,2.55
0213165D,2.55
0213166C,3.45
0213166D,3.45
0213167C,2.35
0213167D,2.35
0213168C,1.8
0213168D,1.8
0213169C,1.85
0213169D,1.85
0213170C,1.85
0213170D,1.85
0213171C,2.15
0213171D,2.15
0213172C,1.85
0213172D,1.85
0213173C,1.95
0213173D,1.95
0213174C,1.35
0213174D,1.35
0213175C,1.5
0213175D,1.5
0213176C,1.8
0213176D,1.8
0213177C,2.25
0213177D,2.25
0213178C,2.45
0213178D,2.45
0213179C,2.25
0213179D,2.25
0213180C,2.15
0213180D,2.15
0213181C,2.3
0213181D,2.3
0213182C,2.35
0213182D,2.35
0213183C,2.45
0213183D,2.45
0213184C,2.5
0213184D,2.5
0213185C,2.25
0213185D,2.25
0213186C,1.35
0213186D,1.35
0213187C,2.1
0213187D,2.1
0213188C,3.15
0213188D,3.15
0213189C,1.4
0213189D,1.4
0213190C,1.7
0213190D,1.7
0213191C,1.9
0213191D,1.9
0213192C,2.55
0213192D,2.55
0213193C,1.75
0213193D,1.75
0213196C,2.6
0213196D,2.6
0213197C,2.6
0213197D,2.6
0213198C,2.05
0213198D,2.05
0213199C,1.35
0213199D,1.35
0213201C,2.55
0213201D,2.55
0213202C,2.45
0213202D,2.45
0213203C,2.2
0213203D,2.2
0213204C,2.3
0213204D,2.3
0213205C,2.25
0213205D,2.25
0213206C,2.45
0213206D,2.45
0213208C,2.15
0213208D,2.15
0213209C,2.35
0213209D,2.35
0213210C,2.2
0213210D,2.2
0213211C,2.55
0213211D,2.55
0213212C,1.8
0213212D,1.8
0213213C,2.65
0213213D,2.65
0213214C,2.8
0213214D,2.8
0213215C,2.4
0213215D,2.4
0213216C,1.3
0213216D,1.3
0213218C,1.7
0213218D,1.7
0213219C,2.55
0213219D,2.55
0213220C,2.05
0213220D,2.05
0213221C,2.95
0213221D,2.95
0213222C,2.3
0213222D,2.3
0213223C,2.25
0213223D,2.25
0213224C,2.2
0213224D,2.2
0213225C,2.4
0213225D,2.4
0213226C,2.1
0213226D,2.1
0213227C,1.95
0213227D,1.95
0213228C,1.8
0213228D,1.8
0213229C,1.65
0213229D,1.65
0213230C,2.3
0213230D,2.3
0213231C,2.05
0213231D,2.05
0213232C,2.15
0213232D,2.15
0213233C,2.6
0213233D,2.6
0213234C,1.45
0213234D,1.45
0213235C,1.95
0213235D,1.95
0213237C,2.45
0213237D,2.45
0213238C,2.4
0213238D,2.4
0213239C,2.1
0213239D,2.1
0213240C,2.25
0213240D,2.25
0213241C,1.85
0213241D,1.85
0213242C,2.15
0213242D,2.15
0213243C,2.05
0213243D,2.05
0213244C,2.35
0213244D,2.35
0213245C,2.15
0213245D,2.15
0213246C,2.3
0213246D,2.3
0213247C,2.1
0213247D,2.1
0213248C,2.75
0213248D,2.75
0213249C,3.55
0213249D,3.55
0213251C,2.65
0213251D,2.65
0213252C,2.55
0213252D,2.55
0213253C,1.9
0213253D,1.9
0213254C,1.75
0213254D,1.75
0213255C,1.7
0213255D,1.7
0213256C,1.45
0213256D,1.45
0213257C,1.5
0213257D,1.5
0213258C,1.85
0213258D,1.85
0213259C,1.35
0213259D,1.35
0213260C,1.35
0213260D,1.35
0213261C,1.2
0213261D,1.2
0213262C,1.9
0213262D,1.9
0213263C,1.45
0213263D,1.45
0213266C,1.7
0213266D,1.7
0213267C,1.65
0213267D,1.65
0213268C,1.6
0213268D,1.6
0213269C,1.55
0213269D,1.55
0213270C,1.8
0213270D,1.8
0213271C,1.45
0213271D,1.45
0213272C,2.5
0213272D,2.5
0213273C,1.15
0213273D,1.15
0213274C,1.95
0213274D,1.95
0213275C,2.9
0213275D,2.9
0213276C,2.0
0213276D,2.0
0213277C,2.55
0213277D,2.55
0213278C,3.0
0213278D,3.0
0213279C,2.05
0213279D,2.05
0213280C,2.05
0213280D,2.05
0213281C,1.2
0213281D,1.2
0213282C,1.1
0213282D,1.1
0213283C,1.9
0213283D,1.9
0213284C,1.0
0213284D,1.0
0213285C,1.8
0213285D,1.8
0213286C,1.8
0213286D,1.8
0213287C,1.5
0213287D,1.5
0213288C,1.5
0213288D,1.5
0213289C,2.55
0213289D,2.55
0213290C,1.2
0213290D,1.2
0213291C,1.55
0213291D,1.55
0213292C,1.3
0213292D,1.3
0213293C,1.2
0213293D,1.2
0213294C,1.25
0213294D,1.25
0213296C,1.8
0213296D,1.8
0213297C,1.75
0213297D,1.75
0213298C,2.2
0213298D,2.2
0213299C,2.3
0213299D,2.3
0213300C,1.8
0213300D,1.8
0213301C,1.85
0213301D,1.85
0213302C,1.55
0213302D,1.55
0213303C,1.95
0213303D,1.95
0213304C,1.55
0213304D,1.55
0213305C,2.5
0213305D,2.5
0213306C,2.3
0213306D,2.3
0213308C,2.2
0213308D,2.2
0213309C,2.05
0213309D,2.05
0213310C,2.45
0213310D,2.45
0213311C,2.7
0213311D,2.7
0213312C,2.5
0213312D,2.5
0213313C,1.15
0213313D,1.15
0213314C,1.8
0213314D,1.8
0213315C,1.55
0213315D,1.55
0213316C,2.5
0213316D,2.5
0213317C,2.0
0213317D,2.0
0213318C,1.2
0213318D,1.2
0213319C,1.95
0213319D,1.95
0213320C,1.6
0213320D,1.6
0213321C,1.75
0213321D,1.75
0213322C,1.7
0213322D,1.7
0213324C,1.55
0213324D,1.55
0213326C,2.2
0213326D,2.2
0213327C,2.3
0213327D,2.3
0213328C,2.45
0213328D,2.45
0213329C,2.0
0213329D,2.0
0213330C,2.45
0213330D,2.45
0213331C,2.0
0213331D,2.0
0213332C,2.2
0213332D,2.2
0213333C,2.4
0213333D,2.4
0213334C,1.9
0213334D,1.9
0213335C,2.05
0213335D,2.05
